OBJECTID,id,language_,rights,rightsHolder,institutionID,datasetID,institutionCode,collectionCode,datasetName,basisOfRecord,dynamicProperties,catalogNumber,sex,lifeStage,samplingProtocol,year_,month_,day_,waterBody,country,decimalLatitude,decimalLongitude,scientificNameID,scientificName,kingdom,phylum,class,order_,family,genus,specificEpithet,scientificNameAuthorship,vernacularName
721,SharkSurvey2007_112257,En,http://data.gc.ca/eng/open-government-licence-canada & http://www.canadensys.net/norms,"Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans",BIO,Mar_SharkSurvey,Bedford Institute of Oceanography,SharkSurvey2007,Porbeagle shark surveys of Atlantic Canada,Human observation,ForklengthCurved=110cm,SharkSurvey2007_112257,male,NA,Longline fishing gear,2007,6,17,Northwest Atlantic,Canada,42.78,-63.59,urn:lsid:marinespecies.org:taxname:105841,Lamna nasus,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Lamna,nasus,"(Bonnaterre, 1788)",porbeagle
722,SharkSurvey2007_112258,En,http://data.gc.ca/eng/open-government-licence-canada & http://www.canadensys.net/norms,"Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans",BIO,Mar_SharkSurvey,Bedford Institute of Oceanography,SharkSurvey2007,Porbeagle shark surveys of Atlantic Canada,Human observation,ForklengthCurved=151cm,SharkSurvey2007_112258,female,NA,Longline fishing gear,2007,6,17,Northwest Atlantic,Canada,42.78,-63.59,urn:lsid:marinespecies.org:taxname:105841,Lamna nasus,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Lamna,nasus,"(Bonnaterre, 1788)",porbeagle
723,SharkSurvey2007_112259,En,http://data.gc.ca/eng/open-government-licence-canada & http://www.canadensys.net/norms,"Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans",BIO,Mar_SharkSurvey,Bedford Institute of Oceanography,SharkSurvey2007,Porbeagle shark surveys of Atlantic Canada,Human observation,ForklengthCurved=126cm,SharkSurvey2007_112259,male,NA,Longline fishing gear,2007,6,17,Northwest Atlantic,Canada,42.78,-63.59,urn:lsid:marinespecies.org:taxname:105841,Lamna nasus,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Lamna,nasus,"(Bonnaterre, 1788)",porbeagle
724,SharkSurvey2007_112260,En,http://data.gc.ca/eng/open-government-licence-canada & http://www.canadensys.net/norms,"Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans",BIO,Mar_SharkSurvey,Bedford Institute of Oceanography,SharkSurvey2007,Porbeagle shark surveys of Atlantic Canada,Human observation,ForklengthCurved=125cm,SharkSurvey2007_112260,male,NA,Longline fishing gear,2007,6,17,Northwest Atlantic,Canada,42.78,-63.59,urn:lsid:marinespecies.org:taxname:105841,Lamna nasus,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Lamna,nasus,"(Bonnaterre, 1788)",porbeagle
725,SharkSurvey2007_112261,En,http://data.gc.ca/eng/open-government-licence-canada & http://www.canadensys.net/norms,"Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans",BIO,Mar_SharkSurvey,Bedford Institute of Oceanography,SharkSurvey2007,Porbeagle shark surveys of Atlantic Canada,Human observation,ForklengthCurved=177cm,SharkSurvey2007_112261,male,NA,Longline fishing gear,2007,6,17,Northwest Atlantic,Canada,42.78,-63.59,urn:lsid:marinespecies.org:taxname:105841,Lamna nasus,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Lamna,nasus,"(Bonnaterre, 1788)",porbeagle
726,SharkSurvey2007_112262,En,http://data.gc.ca/eng/open-government-licence-canada & http://www.canadensys.net/norms,"Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans",BIO,Mar_SharkSurvey,Bedford Institute of Oceanography,SharkSurvey2007,Porbeagle shark surveys of Atlantic Canada,Human observation,ForklengthCurved=139cm,SharkSurvey2007_112262,male,NA,Longline fishing gear,2007,6,17,Northwest Atlantic,Canada,42.78,-63.59,urn:lsid:marinespecies.org:taxname:105841,Lamna nasus,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Lamna,nasus,"(Bonnaterre, 1788)",porbeagle
727,SharkSurvey2007_112263,En,http://data.gc.ca/eng/open-government-licence-canada & http://www.canadensys.net/norms,"Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans",BIO,Mar_SharkSurvey,Bedford Institute of Oceanography,SharkSurvey2007,Porbeagle shark surveys of Atlantic Canada,Human observation,ForklengthCurved=143cm,SharkSurvey2007_112263,female,NA,Longline fishing gear,2007,6,17,Northwest Atlantic,Canada,42.78,-63.59,urn:lsid:marinespecies.org:taxname:105841,Lamna nasus,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Lamna,nasus,"(Bonnaterre, 1788)",porbeagle
728,SharkSurvey2007_112264,En,http://data.gc.ca/eng/open-government-licence-canada & http://www.canadensys.net/norms,"Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans",BIO,Mar_SharkSurvey,Bedford Institute of Oceanography,SharkSurvey2007,Porbeagle shark surveys of Atlantic Canada,Human observation,ForklengthCurved=141cm,SharkSurvey2007_112264,male,NA,Longline fishing gear,2007,6,17,Northwest Atlantic,Canada,42.78,-63.59,urn:lsid:marinespecies.org:taxname:105841,Lamna nasus,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Lamna,nasus,"(Bonnaterre, 1788)",porbeagle
729,SharkSurvey2007_112265,En,http://data.gc.ca/eng/open-government-licence-canada & http://www.canadensys.net/norms,"Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans",BIO,Mar_SharkSurvey,Bedford Institute of Oceanography,SharkSurvey2007,Porbeagle shark surveys of Atlantic Canada,Human observation,ForklengthCurved=141cm,SharkSurvey2007_112265,male,NA,Longline fishing gear,2007,6,17,Northwest Atlantic,Canada,42.78,-63.59,urn:lsid:marinespecies.org:taxname:105841,Lamna nasus,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Lamna,nasus,"(Bonnaterre, 1788)",porbeagle
730,SharkSurvey2007_112266,En,http://data.gc.ca/eng/open-government-licence-canada & http://www.canadensys.net/norms,"Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans",BIO,Mar_SharkSurvey,Bedford Institute of Oceanography,SharkSurvey2007,Porbeagle shark surveys of Atlantic Canada,Human observation,ForklengthCurved=133cm,SharkSurvey2007_112266,male,NA,Longline fishing gear,2007,6,17,Northwest Atlantic,Canada,42.78,-63.59,urn:lsid:marinespecies.org:taxname:105841,Lamna nasus,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Lamna,nasus,"(Bonnaterre, 1788)",porbeagle
731,SharkSurvey2007_112267,En,http://data.gc.ca/eng/open-government-licence-canada & http://www.canadensys.net/norms,"Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans",BIO,Mar_SharkSurvey,Bedford Institute of Oceanography,SharkSurvey2007,Porbeagle shark surveys of Atlantic Canada,Human observation,ForklengthCurved=98cm,SharkSurvey2007_112267,female,NA,Longline fishing gear,2007,6,17,Northwest Atlantic,Canada,42.78,-63.59,urn:lsid:marinespecies.org:taxname:105841,Lamna nasus,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Lamna,nasus,"(Bonnaterre, 1788)",porbeagle
732,SharkSurvey2007_112268,En,http://data.gc.ca/eng/open-government-licence-canada & http://www.canadensys.net/norms,"Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans",BIO,Mar_SharkSurvey,Bedford Institute of Oceanography,SharkSurvey2007,Porbeagle shark surveys of Atlantic Canada,Human observation,ForklengthCurved=98cm,SharkSurvey2007_112268,undetermined,NA,Longline fishing gear,2007,6,17,Northwest Atlantic,Canada,42.78,-63.59,urn:lsid:marinespecies.org:taxname:105841,Lamna nasus,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Lamna,nasus,"(Bonnaterre, 1788)",porbeagle
733,SharkSurvey2007_112269,En,http://data.gc.ca/eng/open-government-licence-canada & http://www.canadensys.net/norms,"Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans",BIO,Mar_SharkSurvey,Bedford Institute of Oceanography,SharkSurvey2007,Porbeagle shark surveys of Atlantic Canada,Human observation,ForklengthCurved=138cm,SharkSurvey2007_112269,female,NA,Longline fishing gear,2007,6,17,Northwest Atlantic,Canada,42.78,-63.59,urn:lsid:marinespecies.org:taxname:105841,Lamna nasus,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Lamna,nasus,"(Bonnaterre, 1788)",porbeagle
734,SharkSurvey2007_112270,En,http://data.gc.ca/eng/open-government-licence-canada & http://www.canadensys.net/norms,"Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans",BIO,Mar_SharkSurvey,Bedford Institute of Oceanography,SharkSurvey2007,Porbeagle shark surveys of Atlantic Canada,Human observation,ForklengthCurved=134cm,SharkSurvey2007_112270,female,NA,Longline fishing gear,2007,6,17,Northwest Atlantic,Canada,42.78,-63.59,urn:lsid:marinespecies.org:taxname:105841,Lamna nasus,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Lamna,nasus,"(Bonnaterre, 1788)",porbeagle
735,SharkSurvey2007_112271,En,http://data.gc.ca/eng/open-government-licence-canada & http://www.canadensys.net/norms,"Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans",BIO,Mar_SharkSurvey,Bedford Institute of Oceanography,SharkSurvey2007,Porbeagle shark surveys of Atlantic Canada,Human observation,ForklengthCurved=141cm,SharkSurvey2007_112271,male,NA,Longline fishing gear,2007,6,17,Northwest Atlantic,Canada,42.78,-63.59,urn:lsid:marinespecies.org:taxname:105841,Lamna nasus,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Lamna,nasus,"(Bonnaterre, 1788)",porbeagle
736,SharkSurvey2007_112272,En,http://data.gc.ca/eng/open-government-licence-canada & http://www.canadensys.net/norms,"Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans",BIO,Mar_SharkSurvey,Bedford Institute of Oceanography,SharkSurvey2007,Porbeagle shark surveys of Atlantic Canada,Human observation,ForklengthCurved=127cm,SharkSurvey2007_112272,male,NA,Longline fishing gear,2007,6,17,Northwest Atlantic,Canada,42.78,-63.59,urn:lsid:marinespecies.org:taxname:105841,Lamna nasus,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Lamna,nasus,"(Bonnaterre, 1788)",porbeagle
737,SharkSurvey2007_112273,En,http://data.gc.ca/eng/open-government-licence-canada & http://www.canadensys.net/norms,"Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans",BIO,Mar_SharkSurvey,Bedford Institute of Oceanography,SharkSurvey2007,Porbeagle shark surveys of Atlantic Canada,Human observation,ForklengthCurved=138cm,SharkSurvey2007_112273,female,NA,Longline fishing gear,2007,6,17,Northwest Atlantic,Canada,42.78,-63.59,urn:lsid:marinespecies.org:taxname:105841,Lamna nasus,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Lamna,nasus,"(Bonnaterre, 1788)",porbeagle
738,SharkSurvey2007_112274,En,http://data.gc.ca/eng/open-government-licence-canada & http://www.canadensys.net/norms,"Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans",BIO,Mar_SharkSurvey,Bedford Institute of Oceanography,SharkSurvey2007,Porbeagle shark surveys of Atlantic Canada,Human observation,ForklengthCurved=127cm,SharkSurvey2007_112274,female,NA,Longline fishing gear,2007,6,17,Northwest Atlantic,Canada,42.78,-63.59,urn:lsid:marinespecies.org:taxname:105841,Lamna nasus,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Lamna,nasus,"(Bonnaterre, 1788)",porbeagle
739,SharkSurvey2007_112275,En,http://data.gc.ca/eng/open-government-licence-canada & http://www.canadensys.net/norms,"Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans",BIO,Mar_SharkSurvey,Bedford Institute of Oceanography,SharkSurvey2007,Porbeagle shark surveys of Atlantic Canada,Human observation,ForklengthCurved=143cm,SharkSurvey2007_112275,male,NA,Longline fishing gear,2007,6,17,Northwest Atlantic,Canada,42.78,-63.59,urn:lsid:marinespecies.org:taxname:105841,Lamna nasus,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Lamna,nasus,"(Bonnaterre, 1788)",porbeagle
740,SharkSurvey2007_112276,En,http://data.gc.ca/eng/open-government-licence-canada & http://www.canadensys.net/norms,"Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans",BIO,Mar_SharkSurvey,Bedford Institute of Oceanography,SharkSurvey2007,Porbeagle shark surveys of Atlantic Canada,Human observation,ForklengthCurved=142cm,SharkSurvey2007_112276,male,NA,Longline fishing gear,2007,6,17,Northwest Atlantic,Canada,42.78,-63.59,urn:lsid:marinespecies.org:taxname:105841,Lamna nasus,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Lamna,nasus,"(Bonnaterre, 1788)",porbeagle
741,SharkSurvey2007_112277,En,http://data.gc.ca/eng/open-government-licence-canada & http://www.canadensys.net/norms,"Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans",BIO,Mar_SharkSurvey,Bedford Institute of Oceanography,SharkSurvey2007,Porbeagle shark surveys of Atlantic Canada,Human observation,ForklengthCurved=133cm,SharkSurvey2007_112277,male,NA,Longline fishing gear,2007,6,17,Northwest Atlantic,Canada,42.78,-63.59,urn:lsid:marinespecies.org:taxname:105841,Lamna nasus,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Lamna,nasus,"(Bonnaterre, 1788)",porbeagle
742,SharkSurvey2007_112278,En,http://data.gc.ca/eng/open-government-licence-canada & http://www.canadensys.net/norms,"Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans",BIO,Mar_SharkSurvey,Bedford Institute of Oceanography,SharkSurvey2007,Porbeagle shark surveys of Atlantic Canada,Human observation,ForklengthCurved=132cm,SharkSurvey2007_112278,female,NA,Longline fishing gear,2007,6,17,Northwest Atlantic,Canada,42.78,-63.59,urn:lsid:marinespecies.org:taxname:105841,Lamna nasus,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Lamna,nasus,"(Bonnaterre, 1788)",porbeagle
743,SharkSurvey2007_112279,En,http://data.gc.ca/eng/open-government-licence-canada & http://www.canadensys.net/norms,"Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans",BIO,Mar_SharkSurvey,Bedford Institute of Oceanography,SharkSurvey2007,Porbeagle shark surveys of Atlantic Canada,Human observation,ForklengthCurved=174cm,SharkSurvey2007_112279,male,NA,Longline fishing gear,2007,6,17,Northwest Atlantic,Canada,42.78,-63.59,urn:lsid:marinespecies.org:taxname:105841,Lamna nasus,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Lamna,nasus,"(Bonnaterre, 1788)",porbeagle
744,SharkSurvey2007_112280,En,http://data.gc.ca/eng/open-government-licence-canada & http://www.canadensys.net/norms,"Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans",BIO,Mar_SharkSurvey,Bedford Institute of Oceanography,SharkSurvey2007,Porbeagle shark surveys of Atlantic Canada,Human observation,ForklengthCurved=138cm,SharkSurvey2007_112280,male,NA,Longline fishing gear,2007,6,17,Northwest Atlantic,Canada,42.78,-63.59,urn:lsid:marinespecies.org:taxname:105841,Lamna nasus,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Lamna,nasus,"(Bonnaterre, 1788)",porbeagle
745,SharkSurvey2007_112281,En,http://data.gc.ca/eng/open-government-licence-canada & http://www.canadensys.net/norms,"Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans",BIO,Mar_SharkSurvey,Bedford Institute of Oceanography,SharkSurvey2007,Porbeagle shark surveys of Atlantic Canada,Human observation,ForklengthCurved=110cm,SharkSurvey2007_112281,male,NA,Longline fishing gear,2007,6,17,Northwest Atlantic,Canada,42.78,-63.59,urn:lsid:marinespecies.org:taxname:105841,Lamna nasus,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Lamna,nasus,"(Bonnaterre, 1788)",porbeagle
746,SharkSurvey2007_112282,En,http://data.gc.ca/eng/open-government-licence-canada & http://www.canadensys.net/norms,"Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans",BIO,Mar_SharkSurvey,Bedford Institute of Oceanography,SharkSurvey2007,Porbeagle shark surveys of Atlantic Canada,Human observation,ForklengthCurved=133cm,SharkSurvey2007_112282,female,NA,Longline fishing gear,2007,6,17,Northwest Atlantic,Canada,42.78,-63.59,urn:lsid:marinespecies.org:taxname:105841,Lamna nasus,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Lamna,nasus,"(Bonnaterre, 1788)",porbeagle
747,SharkSurvey2007_112283,En,http://data.gc.ca/eng/open-government-licence-canada & http://www.canadensys.net/norms,"Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans",BIO,Mar_SharkSurvey,Bedford Institute of Oceanography,SharkSurvey2007,Porbeagle shark surveys of Atlantic Canada,Human observation,ForklengthCurved=156cm,SharkSurvey2007_112283,female,NA,Longline fishing gear,2007,6,19,Northwest Atlantic,Canada,43.92,-62.88,urn:lsid:marinespecies.org:taxname:105841,Lamna nasus,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Lamna,nasus,"(Bonnaterre, 1788)",porbeagle
748,SharkSurvey2007_112284,En,http://data.gc.ca/eng/open-government-licence-canada & http://www.canadensys.net/norms,"Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans",BIO,Mar_SharkSurvey,Bedford Institute of Oceanography,SharkSurvey2007,Porbeagle shark surveys of Atlantic Canada,Human observation,ForklengthCurved=178cm,SharkSurvey2007_112284,male,NA,Longline fishing gear,2007,6,19,Northwest Atlantic,Canada,43.92,-62.88,urn:lsid:marinespecies.org:taxname:105841,Lamna nasus,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Lamna,nasus,"(Bonnaterre, 1788)",porbeagle
749,SharkSurvey2007_112285,En,http://data.gc.ca/eng/open-government-licence-canada & http://www.canadensys.net/norms,"Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans",BIO,Mar_SharkSurvey,Bedford Institute of Oceanography,SharkSurvey2007,Porbeagle shark surveys of Atlantic Canada,Human observation,,SharkSurvey2007_112285,undetermined,NA,Longline fishing gear,2007,6,19,Northwest Atlantic,Canada,43.92,-62.88,urn:lsid:marinespecies.org:taxname:105841,Lamna nasus,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Lamna,nasus,"(Bonnaterre, 1788)",porbeagle
750,SharkSurvey2007_112287,En,http://data.gc.ca/eng/open-government-licence-canada & http://www.canadensys.net/norms,"Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans",BIO,Mar_SharkSurvey,Bedford Institute of Oceanography,SharkSurvey2007,Porbeagle shark surveys of Atlantic Canada,Human observation,ForklengthCurved=145cm,SharkSurvey2007_112287,male,NA,Longline fishing gear,2007,6,19,Northwest Atlantic,Canada,43.92,-62.88,urn:lsid:marinespecies.org:taxname:105841,Lamna nasus,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Lamna,nasus,"(Bonnaterre, 1788)",porbeagle
751,SharkSurvey2007_112288,En,http://data.gc.ca/eng/open-government-licence-canada & http://www.canadensys.net/norms,"Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans",BIO,Mar_SharkSurvey,Bedford Institute of Oceanography,SharkSurvey2007,Porbeagle shark surveys of Atlantic Canada,Human observation,ForklengthCurved=176cm,SharkSurvey2007_112288,female,NA,Longline fishing gear,2007,6,19,Northwest Atlantic,Canada,43.92,-62.88,urn:lsid:marinespecies.org:taxname:105841,Lamna nasus,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Lamna,nasus,"(Bonnaterre, 1788)",porbeagle
752,SharkSurvey2007_112289,En,http://data.gc.ca/eng/open-government-licence-canada & http://www.canadensys.net/norms,"Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans",BIO,Mar_SharkSurvey,Bedford Institute of Oceanography,SharkSurvey2007,Porbeagle shark surveys of Atlantic Canada,Human observation,,SharkSurvey2007_112289,undetermined,NA,Longline fishing gear,2007,6,19,Northwest Atlantic,Canada,43.92,-62.88,urn:lsid:marinespecies.org:taxname:105841,Lamna nasus,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Lamna,nasus,"(Bonnaterre, 1788)",porbeagle
753,SharkSurvey2007_112290,En,http://data.gc.ca/eng/open-government-licence-canada & http://www.canadensys.net/norms,"Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans",BIO,Mar_SharkSurvey,Bedford Institute of Oceanography,SharkSurvey2007,Porbeagle shark surveys of Atlantic Canada,Human observation,ForklengthCurved=177.5cm,SharkSurvey2007_112290,male,NA,Longline fishing gear,2007,6,19,Northwest Atlantic,Canada,43.92,-62.88,urn:lsid:marinespecies.org:taxname:105841,Lamna nasus,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Lamna,nasus,"(Bonnaterre, 1788)",porbeagle
754,SharkSurvey2007_112291,En,http://data.gc.ca/eng/open-government-licence-canada & http://www.canadensys.net/norms,"Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans",BIO,Mar_SharkSurvey,Bedford Institute of Oceanography,SharkSurvey2007,Porbeagle shark surveys of Atlantic Canada,Human observation,ForklengthCurved=178cm,SharkSurvey2007_112291,female,NA,Longline fishing gear,2007,6,20,Northwest Atlantic,Canada,42.9,-62.25,urn:lsid:marinespecies.org:taxname:105841,Lamna nasus,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Lamna,nasus,"(Bonnaterre, 1788)",porbeagle
755,SharkSurvey2007_112292,En,http://data.gc.ca/eng/open-government-licence-canada & http://www.canadensys.net/norms,"Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans",BIO,Mar_SharkSurvey,Bedford Institute of Oceanography,SharkSurvey2007,Porbeagle shark surveys of Atlantic Canada,Human observation,ForklengthCurved=179cm,SharkSurvey2007_112292,male,NA,Longline fishing gear,2007,6,20,Northwest Atlantic,Canada,42.9,-62.25,urn:lsid:marinespecies.org:taxname:105841,Lamna nasus,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Lamna,nasus,"(Bonnaterre, 1788)",porbeagle
756,SharkSurvey2007_112293,En,http://data.gc.ca/eng/open-government-licence-canada & http://www.canadensys.net/norms,"Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans",BIO,Mar_SharkSurvey,Bedford Institute of Oceanography,SharkSurvey2007,Porbeagle shark surveys of Atlantic Canada,Human observation,ForklengthCurved=155cm,SharkSurvey2007_112293,male,NA,Longline fishing gear,2007,6,20,Northwest Atlantic,Canada,42.9,-62.25,urn:lsid:marinespecies.org:taxname:105841,Lamna nasus,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Lamna,nasus,"(Bonnaterre, 1788)",porbeagle
757,SharkSurvey2007_112294,En,http://data.gc.ca/eng/open-government-licence-canada & http://www.canadensys.net/norms,"Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans",BIO,Mar_SharkSurvey,Bedford Institute of Oceanography,SharkSurvey2007,Porbeagle shark surveys of Atlantic Canada,Human observation,ForklengthCurved=130cm,SharkSurvey2007_112294,female,NA,Longline fishing gear,2007,6,20,Northwest Atlantic,Canada,42.9,-62.25,urn:lsid:marinespecies.org:taxname:105841,Lamna nasus,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Lamna,nasus,"(Bonnaterre, 1788)",porbeagle
758,SharkSurvey2007_112295,En,http://data.gc.ca/eng/open-government-licence-canada & http://www.canadensys.net/norms,"Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans",BIO,Mar_SharkSurvey,Bedford Institute of Oceanography,SharkSurvey2007,Porbeagle shark surveys of Atlantic Canada,Human observation,ForklengthCurved=128cm,SharkSurvey2007_112295,male,NA,Longline fishing gear,2007,6,20,Northwest Atlantic,Canada,42.9,-62.25,urn:lsid:marinespecies.org:taxname:105841,Lamna nasus,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Lamna,nasus,"(Bonnaterre, 1788)",porbeagle
759,SharkSurvey2007_112296,En,http://data.gc.ca/eng/open-government-licence-canada & http://www.canadensys.net/norms,"Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans",BIO,Mar_SharkSurvey,Bedford Institute of Oceanography,SharkSurvey2007,Porbeagle shark surveys of Atlantic Canada,Human observation,ForklengthCurved=181cm,SharkSurvey2007_112296,male,NA,Longline fishing gear,2007,6,20,Northwest Atlantic,Canada,42.9,-62.25,urn:lsid:marinespecies.org:taxname:105841,Lamna nasus,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Lamna,nasus,"(Bonnaterre, 1788)",porbeagle
760,SharkSurvey2007_112297,En,http://data.gc.ca/eng/open-government-licence-canada & http://www.canadensys.net/norms,"Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans",BIO,Mar_SharkSurvey,Bedford Institute of Oceanography,SharkSurvey2007,Porbeagle shark surveys of Atlantic Canada,Human observation,ForklengthCurved=144cm,SharkSurvey2007_112297,male,NA,Longline fishing gear,2007,6,20,Northwest Atlantic,Canada,42.9,-62.25,urn:lsid:marinespecies.org:taxname:105841,Lamna nasus,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Lamna,nasus,"(Bonnaterre, 1788)",porbeagle
761,SharkSurvey2007_112298,En,http://data.gc.ca/eng/open-government-licence-canada & http://www.canadensys.net/norms,"Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans",BIO,Mar_SharkSurvey,Bedford Institute of Oceanography,SharkSurvey2007,Porbeagle shark surveys of Atlantic Canada,Human observation,ForklengthCurved=172cm,SharkSurvey2007_112298,male,NA,Longline fishing gear,2007,6,20,Northwest Atlantic,Canada,42.9,-62.25,urn:lsid:marinespecies.org:taxname:105841,Lamna nasus,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Lamna,nasus,"(Bonnaterre, 1788)",porbeagle
762,SharkSurvey2007_112299,En,http://data.gc.ca/eng/open-government-licence-canada & http://www.canadensys.net/norms,"Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans",BIO,Mar_SharkSurvey,Bedford Institute of Oceanography,SharkSurvey2007,Porbeagle shark surveys of Atlantic Canada,Human observation,ForklengthCurved=175cm,SharkSurvey2007_112299,male,NA,Longline fishing gear,2007,6,20,Northwest Atlantic,Canada,42.9,-62.25,urn:lsid:marinespecies.org:taxname:105841,Lamna nasus,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Lamna,nasus,"(Bonnaterre, 1788)",porbeagle
763,SharkSurvey2007_112300,En,http://data.gc.ca/eng/open-government-licence-canada & http://www.canadensys.net/norms,"Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans",BIO,Mar_SharkSurvey,Bedford Institute of Oceanography,SharkSurvey2007,Porbeagle shark surveys of Atlantic Canada,Human observation,ForklengthCurved=137cm,SharkSurvey2007_112300,female,NA,Longline fishing gear,2007,6,20,Northwest Atlantic,Canada,42.9,-62.25,urn:lsid:marinespecies.org:taxname:105841,Lamna nasus,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Lamna,nasus,"(Bonnaterre, 1788)",porbeagle
